timestamp,grupo_edad,sexo,freq_compra_anual,canal_compra_moda,gasto_mensual_moda,rrss_habituales,marcas_ve_frecuencia_rrss,tiempo_rrss_dia,freq_contenido_moda_rrss,sigue_influencers_moda,rs_influyen_compra,ha_comprado_por_ver_en_rrss,descubre_marcas_por_rrss,contenido_moda_aumenta_ganas,compra_por_repeticion_rrss,rrss_mas_que_publicidad,atraen_prendas_de_moda,compra_impulso,influye_prueba_social,interes_productos_virales,rrss_aceleran_tendencias,rrss_favorecen_consumo_rapido,ha_comprado_y_apenas_usado,confia_influencers,autenticidad_influencer_compra,influencers_interes_comercial,compra_ult_6m_por_rrss,freq_compra_por_rrss_6m,marcas_que_mas_influyen_compra_rrss,satisfaccion_compra_rrss,arrepentimiento_compra_rrss,seguira_comprando_influido_rrss,recomendaria_productos_descubiertos_rrss,id_respuesta,compra_ult_6m_por_rrss_bin,indice_influencia_rrss,indice_impulso_tendencia,indice_confianza_influencers,indice_escepticismo_influencers,indice_difusion_fastfashion,indice_postcompra,indice_riesgo_arrepentimiento,target_recomendaria_bin,target_seguira_comprando_bin
2026-03-15 23:51:06,56 años o más,Hombre,5,5,Menos de 30€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,3,2,1,1,4,4,1,1,1,5,No,,Ninguna,1,1,1,1,79,0,1.0,1.6,1.0,5.0,4.0,1.0,1.0,0.0,0.0
2026-03-15 23:51:35,45 - 55 años,Mujer,4,5,Menos de 30€,Instagram;Facebook,No me fijo en marcas concretas,2,2,1,1,2,2,1,1,1,1,2,1,1,5,5,1,1,1,5,No,1.0,Zara;Mango,3,1,1,1,80,0,1.4,1.2,1.0,5.0,5.0,1.6666666666666667,1.0,0.0,0.0
2026-03-15 23:55:06,18 - 28 años,Mujer,4,4,30 - 60€,Instagram;TikTok,Zara;Shein;Mango,5,4,4,5,5,5,5,4,5,4,5,3,3,5,4,4,4,5,5,Sí,3.0,Zara;Mango,4,5,4,4,81,1,5.0,3.8,4.5,5.0,4.5,4.0,4.5,1.0,1.0
2026-03-15 23:57:51,18 - 28 años,Hombre,3,4,30 - 60€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),No me fijo en marcas concretas,4,4,2,4,5,4,4,4,5,4,3,4,4,5,5,5,4,4,5,Sí,4.0,Shein,4,4,4,4,82,1,4.4,3.8,4.0,5.0,5.0,4.0,4.5,1.0,1.0
2026-03-16 00:00:36,56 años o más,Hombre,3,1,30 - 60€,Instagram;YouTube;Facebook,Zara;Otra,2,1,1,1,1,1,3,1,1,1,1,3,1,4,3,2,2,3,4,No,1.0,Zara;Otra,2,2,2,2,83,0,1.4,1.4,2.5,4.0,3.5,2.0,2.0,0.0,0.0
2026-03-16 00:04:59,18 - 28 años,Hombre,1,4,Menos de 30€,Instagram;TikTok;YouTube;X (Twitter);Otra,Otra,3,1,1,1,1,1,1,1,1,2,1,2,1,4,4,1,1,1,4,No,,Ninguna,1,1,1,3,84,0,1.0,1.4,1.0,4.0,4.0,1.6666666666666667,1.0,0.0,0.0
2026-03-16 00:07:45,56 años o más,Hombre,3,5,Más de 200€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,No,,Ninguna,1,1,1,1,85,0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
2026-03-16 00:26:56,18 - 28 años,Mujer,5,5,30 - 60€,Instagram;TikTok,Zara;No me fijo en marcas concretas,4,4,3,5,5,5,5,4,5,3,3,2,2,5,5,2,3,5,5,Sí,2.0,Zara;Shein,4,4,5,4,86,1,5.0,2.8,4.0,5.0,5.0,4.333333333333333,3.0,1.0,1.0
2026-03-16 00:31:57,18 - 28 años,Mujer,2,2,Menos de 30€,Instagram;TikTok;YouTube,Zara;Shein;No me fijo en marcas concretas,3,3,2,4,5,5,5,3,4,5,2,5,5,5,5,2,2,2,5,Sí,3.0,Shein;Otra,5,2,5,5,87,1,4.6,4.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0
2026-03-16 00:32:13,18 - 28 años,Mujer,2,5,30 - 60€,Instagram;YouTube,Zara;H&M,3,2,2,3,2,3,4,2,4,3,3,4,2,5,5,3,4,4,4,Sí,3.0,Zara;H&M,4,2,4,4,88,1,3.2,2.8,4.0,4.0,5.0,4.0,2.5,1.0,1.0
2026-03-16 00:32:15,18 - 28 años,Hombre,2,1,Menos de 30€,Instagram;TikTok,No me fijo en marcas concretas,1,1,2,1,2,3,1,1,3,4,2,3,2,5,5,1,2,4,5,No,,Ninguna,4,1,1,3,89,0,2.0,2.4,3.0,5.0,5.0,2.6666666666666665,1.0,0.0,0.0
2026-03-16 00:32:29,18 - 28 años,Mujer,4,2,30 - 60€,Instagram;TikTok,Zara;Mango;Massimo Dutti,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,3,3,5,Sí,3.0,Zara;Mango;Massimo Dutti,4,4,4,3,90,1,4.8,4.6,3.0,5.0,5.0,3.6666666666666665,4.0,0.0,1.0
2026-03-16 00:34:43,18 - 28 años,Mujer,5,4,101 - 200€,Instagram;TikTok,Zara;Mango;Otra,4,4,5,5,5,5,5,5,4,5,4,4,4,5,5,5,3,4,4,Sí,3.0,Zara;Otra,4,3,3,4,91,1,4.8,4.4,3.5,4.0,5.0,3.6666666666666665,4.0,1.0,0.0
2026-03-16 00:35:46,18 - 28 años,Mujer,3,2,30 - 60€,Instagram;TikTok;YouTube,Zara;Shein,3,4,4,4,4,5,5,2,5,4,2,1,2,5,5,1,2,4,5,No,1.0,Zara;Shein,4,2,1,3,92,0,4.6,2.2,3.0,5.0,5.0,2.6666666666666665,1.5,0.0,0.0
2026-03-16 00:40:23,18 - 28 años,Mujer,3,2,30 - 60€,Instagram;TikTok,Zara;Shein;Otra,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,3,3,4,Sí,3.0,Zara,4,3,4,4,93,1,5.0,4.4,3.0,4.0,5.0,4.0,4.0,1.0,1.0
2026-03-16 00:45:09,18 - 28 años,Mujer,4,4,30 - 60€,Instagram;TikTok;YouTube;Pinterest;Otra,Zara;Shein;Mango,4,2,2,4,4,4,4,2,4,3,4,2,3,5,5,2,3,4,4,Sí,3.0,Zara;Shein;Mango,4,2,4,4,94,1,4.0,2.8,3.5,4.0,5.0,4.0,2.0,1.0,1.0
2026-03-16 00:51:29,45 - 55 años,Hombre,2,3,61 - 100€,YouTube;X (Twitter),No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,4,No,,Ninguna,3,1,1,3,95,0,1.0,1.4,1.0,4.0,1.5,2.333333333333333,1.0,0.0,0.0
2026-03-16 00:54:56,18 - 28 años,Mujer,3,2,30 - 60€,Instagram;TikTok;YouTube;Pinterest,Zara;Shein;Otra,2,2,2,5,3,3,3,2,5,4,2,4,3,5,5,3,2,3,5,Sí,2.0,Otra,2,5,2,3,96,1,3.8,3.0,2.5,5.0,5.0,2.333333333333333,4.0,0.0,0.0
2026-03-16 00:58:03,18 - 28 años,Hombre,2,5,Menos de 30€,Instagram;YouTube;X (Twitter),Zara;Shein;Otra,3,2,2,2,1,2,3,1,1,1,1,2,2,5,5,1,1,3,5,No,,Ninguna,1,1,1,1,97,0,1.8,1.4,2.0,5.0,5.0,1.0,1.0,0.0,0.0
2026-03-16 07:31:34,18 - 28 años,Mujer,3,5,Menos de 30€,Instagram,Zara;Mango,4,3,3,3,3,5,5,3,5,3,2,3,4,5,5,1,4,3,5,No,,Zara;Mango;Otra,3,2,2,4,98,0,4.2,3.0,3.5,5.0,5.0,3.0,1.5,1.0,0.0
2026-03-16 08:06:32,56 años o más,Mujer,4,2,61 - 100€,Instagram;TikTok,Massimo Dutti;Otra,1,2,2,2,2,3,3,3,4,2,2,1,1,5,5,1,1,2,5,No,,Massimo Dutti,3,3,1,2,99,0,2.8,1.8,1.5,5.0,5.0,2.0,2.0,0.0,0.0
2026-03-16 08:22:00,56 años o más,Hombre,2,5,30 - 60€,Instagram;TikTok;YouTube;Facebook;X (Twitter),No me fijo en marcas concretas,2,1,1,1,2,3,1,1,1,2,1,1,1,3,4,2,1,1,5,No,,Zara;Mango;Otra,2,4,2,2,100,0,1.6,1.2,1.0,5.0,3.5,2.0,3.0,0.0,0.0
2026-03-16 08:53:35,29 - 44 años,Mujer,5,1,61 - 100€,Instagram,Zara;Mango,1,1,1,3,4,4,4,4,5,4,3,2,2,4,5,3,2,1,5,Sí,2.0,Zara;Mango;Otra,4,1,3,3,101,1,4.0,3.0,1.5,5.0,4.5,3.333333333333333,2.0,0.0,0.0
2026-03-16 09:39:56,18 - 28 años,Mujer,3,4,30 - 60€,Instagram;TikTok;YouTube;Pinterest,Zara;Otra,4,3,3,3,3,4,3,4,3,4,2,4,4,5,5,4,3,2,5,No,,Ninguna,4,5,3,4,102,0,3.2,3.6,2.5,5.0,5.0,3.6666666666666665,4.5,1.0,0.0
2026-03-16 10:26:36,18 - 28 años,Hombre,4,5,Menos de 30€,Instagram;YouTube,Otra,3,4,5,3,1,1,1,1,2,1,3,3,1,4,5,1,3,4,5,No,,Ninguna,3,1,1,3,103,0,1.6,1.8,3.5,5.0,4.5,2.333333333333333,1.0,0.0,0.0
2026-03-16 10:30:44,18 - 28 años,Mujer,5,4,101 - 200€,Instagram;TikTok;Pinterest;X (Twitter),Zara;Shein;H&M,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,2,5,5,Sí,4.0,Zara;Shein,3,4,4,5,104,1,5.0,4.2,3.5,5.0,5.0,4.0,4.5,1.0,1.0
2026-03-16 11:31:03,18 - 28 años,Mujer,4,4,30 - 60€,Instagram;TikTok;YouTube;Pinterest,Zara;Shein;Otra,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,4,5,5,Sí,4.0,Zara;Otra,5,2,5,5,105,1,5.0,4.6,4.5,5.0,5.0,5.0,1.5,1.0,1.0
2026-03-16 11:48:30,18 - 28 años,Mujer,4,3,30 - 60€,Instagram;TikTok;Pinterest,Zara,4,2,1,3,4,4,4,3,3,3,3,3,3,4,4,3,2,3,4,Sí,3.0,Zara,3,3,3,3,106,1,3.6,3.0,2.5,4.0,4.0,3.0,3.0,0.0,0.0
2026-03-16 12:36:32,56 años o más,Hombre,2,1,30 - 60€,No utilizo redes sociales,Otra,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,No,,Massimo Dutti;Otra,1,5,1,1,107,0,1.2,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0
2026-03-16 13:54:14,18 - 28 años,Mujer,3,3,61 - 100€,Instagram;Pinterest,Zara;H&M;Otra,2,4,2,4,4,4,4,2,4,4,3,2,3,5,5,2,4,4,4,Sí,3.0,Zara;Otra,4,4,4,3,108,1,4.0,2.8,4.0,4.0,5.0,3.6666666666666665,3.0,0.0,1.0
2026-03-16 14:12:42,56 años o más,Mujer,1,5,Menos de 30€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,No,1.0,Ninguna,1,1,1,1,109,0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
2026-03-16 14:20:44,56 años o más,Hombre,1,5,Menos de 30€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,No,,Ninguna,1,1,1,1,110,0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0
2026-03-16 15:43:25,18 - 28 años,Hombre,4,1,101 - 200€,Instagram;TikTok;YouTube,Otra,2,1,1,3,4,4,4,2,1,5,1,2,3,3,5,1,1,1,5,No,1.0,Ninguna,4,4,2,2,111,0,3.2,2.6,1.0,5.0,4.0,2.6666666666666665,2.5,0.0,0.0
2026-03-16 16:38:13,18 - 28 años,Hombre,1,5,Menos de 30€,Instagram;YouTube,No me fijo en marcas concretas,4,2,1,2,1,4,1,1,1,1,1,4,1,5,5,2,1,4,5,No,,Ninguna,3,1,1,1,112,0,1.8,1.6,2.5,5.0,5.0,1.6666666666666667,1.5,0.0,0.0
2026-03-16 18:15:48,18 - 28 años,Mujer,3,5,61 - 100€,Instagram;TikTok;Pinterest,Zara;Shein;Mango,4,4,4,4,3,3,5,4,3,4,4,4,3,3,5,3,2,2,5,No,,Zara;Mango;Otra,5,2,3,3,113,0,3.6,3.8,2.0,5.0,4.0,3.6666666666666665,2.5,0.0,0.0
2026-03-16 18:22:15,18 - 28 años,Mujer,3,4,Menos de 30€,TikTok;X (Twitter),Zara,4,3,2,3,5,3,5,3,5,4,2,3,4,5,5,4,2,5,5,Sí,2.0,Zara,5,2,3,4,114,1,4.2,3.2,3.5,5.0,5.0,4.0,3.0,1.0,0.0
2026-03-16 18:34:44,45 - 55 años,Hombre,1,1,Menos de 30€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,3,5,No,1.0,Ninguna,1,5,1,1,115,0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,0.0,0.0
2026-03-16 18:57:46,18 - 28 años,Mujer,3,3,61 - 100€,Instagram;TikTok;YouTube,Zara;Mango,2,4,4,4,4,4,4,4,5,4,2,4,4,4,4,2,3,4,4,No,3.0,Zara;Mango;Massimo Dutti,4,2,3,3,116,0,4.2,3.6,3.5,4.0,4.0,3.333333333333333,2.0,0.0,0.0
2026-03-16 19:19:32,18 - 28 años,Mujer,3,3,30 - 60€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Zara;Otra,3,3,2,2,2,3,3,2,3,4,3,2,3,4,4,3,3,4,4,Sí,1.0,Zara;Mango,4,2,3,3,117,1,2.6,2.8,3.5,4.0,4.0,3.333333333333333,2.5,0.0,0.0
2026-03-16 20:50:57,29 - 44 años,Mujer,5,1,30 - 60€,Instagram,No me fijo en marcas concretas,4,2,2,4,4,4,3,4,4,5,5,5,4,5,4,5,5,5,4,No,,Zara,4,2,4,4,118,0,3.8,4.6,5.0,4.0,4.5,4.0,3.5,1.0,1.0
2026-03-16 23:20:15,18 - 28 años,Hombre,2,4,Menos de 30€,Instagram;YouTube,Otra,4,1,2,4,3,3,3,3,3,4,3,2,2,3,3,3,3,3,3,No,4.0,Otra,4,3,3,3,119,0,3.2,2.8,3.0,3.0,3.0,3.333333333333333,3.0,0.0,0.0
2026-03-17 00:05:12,18 - 28 años,Mujer,4,1,30 - 60€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Zara;Shein;Otra,3,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,3,Sí,4.0,Shein;Otra,4,3,5,5,120,1,5.0,4.0,4.5,3.0,5.0,4.666666666666667,4.0,1.0,1.0
2026-03-17 00:05:13,18 - 28 años,Mujer,2,3,Menos de 30€,Instagram;TikTok;Pinterest,Zara;Shein;Massimo Dutti,2,4,4,3,3,5,4,2,4,3,1,1,2,5,5,3,3,4,5,No,,Zara,3,4,3,2,121,0,3.8,1.8,3.5,5.0,5.0,2.6666666666666665,3.5,0.0,0.0
2026-03-17 00:08:59,18 - 28 años,Hombre,3,3,Menos de 30€,Instagram;TikTok;Pinterest;X (Twitter),Zara;Otra,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,4,5,5,Sí,3.0,Zara;Otra,4,4,3,3,122,1,4.8,4.4,4.5,5.0,5.0,3.333333333333333,4.0,0.0,0.0
2026-03-17 00:58:51,18 - 28 años,Mujer,3,5,30 - 60€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Zara;Shein;Otra,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,Sí,2.0,Otra,4,5,4,4,123,1,5.0,5.0,3.5,5.0,5.0,4.0,5.0,1.0,1.0
2026-03-17 01:00:58,18 - 28 años,Hombre,2,4,Menos de 30€,Instagram;YouTube;X (Twitter),Zara;Shein,3,1,1,3,3,4,4,3,5,4,3,4,4,5,5,3,2,3,5,No,,Ninguna,4,2,4,3,124,0,3.8,3.6,2.5,5.0,5.0,3.6666666666666665,2.5,0.0,1.0
2026-03-17 09:27:52,18 - 28 años,Mujer,3,4,Menos de 30€,Instagram;TikTok;YouTube,Zara;Shein;Otra,4,4,3,4,5,5,4,5,5,4,3,4,5,5,5,2,3,5,4,Sí,3.0,Shein;Otra,3,3,4,4,125,1,4.6,4.2,4.0,4.0,5.0,3.6666666666666665,2.5,1.0,1.0
2026-03-17 21:03:25,18 - 28 años,Mujer,3,4,Menos de 30€,Instagram;TikTok,Zara;Shein,4,4,4,5,5,5,5,4,3,3,1,3,3,5,5,2,1,4,5,No,,Shein,4,5,3,3,126,0,4.6,2.8,2.5,5.0,5.0,3.333333333333333,3.5,0.0,0.0
2026-03-18 10:16:09,29 - 44 años,Hombre,5,4,30 - 60€,Instagram;YouTube;Pinterest,Zara;Otra,2,4,4,3,4,5,3,1,4,4,2,1,1,5,5,1,3,4,5,No,,Otra,4,4,5,3,127,0,3.8,1.8,3.5,5.0,5.0,4.0,2.5,0.0,1.0
2026-03-19 12:35:05,56 años o más,Mujer,5,5,30 - 60€,No utilizo redes sociales,No me fijo en marcas concretas,1,1,1,1,1,1,1,1,1,3,2,1,1,5,5,1,1,5,5,No,1.0,Ninguna,3,1,1,1,128,0,1.0,1.6,3.0,5.0,5.0,1.6666666666666667,1.0,0.0,0.0
2026-03-19 17:26:18,45 - 55 años,Mujer,5,4,101 - 200€,Facebook,Zara;Mango,2,1,1,2,1,3,4,2,2,2,3,4,4,4,4,3,4,3,5,No,,Otra,4,3,3,3,129,0,2.4,3.0,3.5,5.0,4.0,3.333333333333333,3.0,0.0,0.0
2026-03-19 17:28:06,45 - 55 años,Hombre,3,1,30 - 60€,Instagram;X (Twitter),Zara;No me fijo en marcas concretas,3,2,1,2,3,3,2,2,2,2,3,1,3,3,3,2,1,1,2,Sí,2.0,Ninguna,3,2,2,2,130,1,2.4,2.2,1.0,2.0,3.0,2.333333333333333,2.0,0.0,0.0
2026-03-19 17:29:00,18 - 28 años,Hombre,1,5,Menos de 30€,Instagram;TikTok;YouTube,Zara;Otra,3,1,2,1,2,2,2,2,2,3,3,2,2,3,1,1,1,2,2,No,,Zara,3,1,1,2,131,0,1.8,2.4,1.5,2.0,2.0,2.0,1.0,0.0,0.0
2026-03-19 17:36:29,29 - 44 años,Mujer,4,3,101 - 200€,Instagram;YouTube,Zara;Shein;Otra,2,3,4,3,4,4,4,3,3,4,5,3,3,5,5,3,4,4,4,Sí,3.0,Zara;Otra,3,5,4,4,132,1,3.6,3.6,4.0,4.0,5.0,3.6666666666666665,4.0,1.0,1.0
2026-03-19 17:44:01,56 años o más,Hombre,1,5,Menos de 30€,Instagram;Facebook,No me fijo en marcas concretas,2,1,1,3,2,2,2,2,2,3,1,2,2,5,5,2,1,1,5,No,,Otra,3,2,1,3,133,0,2.2,2.0,1.0,5.0,5.0,2.333333333333333,2.0,0.0,0.0
2026-03-19 17:44:25,45 - 55 años,Mujer,3,4,30 - 60€,Instagram;TikTok;YouTube;Pinterest;Facebook;X (Twitter),Zara;Shein;Mango,3,4,2,3,3,5,4,3,2,4,2,4,4,4,4,2,3,4,4,Sí,3.0,Zara;Shein;Mango,4,3,2,3,134,1,3.4,3.4,3.5,4.0,4.0,3.0,2.5,0.0,0.0
2026-03-19 18:04:13,18 - 28 años,Mujer,5,2,61 - 100€,Instagram;TikTok,Zara;Shein,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,3,Sí,3.0,Zara;Massimo Dutti,4,3,4,4,135,1,4.6,4.8,4.5,3.0,5.0,4.0,4.0,1.0,1.0
2026-03-19 18:08:02,56 años o más,Mujer,5,5,30 - 60€,Instagram;Facebook,Zara;Massimo Dutti,1,1,2,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,5,No,,Ninguna,1,1,1,1,136,0,1.0,1.2,1.0,5.0,3.0,1.0,1.0,0.0,0.0
2026-03-19 18:15:35,45 - 55 años,Mujer,3,2,30 - 60€,Instagram;YouTube,Zara,1,3,4,3,4,5,5,2,5,2,4,1,2,4,1,1,1,1,5,Sí,3.0,Otra,4,1,3,3,137,1,4.4,2.2,1.0,5.0,2.5,3.333333333333333,1.0,0.0,0.0
2026-03-19 19:05:41,56 años o más,Mujer,3,5,101 - 200€,Instagram;Pinterest,Zara;Massimo Dutti,1,4,2,4,4,4,4,4,4,4,4,3,2,4,2,1,1,4,4,Sí,1.0,Ninguna,2,1,4,1,138,1,4.0,3.4,2.5,4.0,3.0,2.333333333333333,1.0,0.0,1.0
2026-03-19 19:54:38,45 - 55 años,Mujer,5,5,30 - 60€,Instagram,Zara;Shein;Massimo Dutti,1,2,3,1,1,3,4,2,2,5,3,1,1,5,5,1,3,4,5,No,,Zara;Shein;Massimo Dutti,4,1,2,3,139,0,2.2,2.4,3.5,5.0,5.0,3.0,1.0,0.0,0.0
2026-03-19 20:33:17,45 - 55 años,Mujer,2,5,Menos de 30€,Instagram,No me fijo en marcas concretas,3,1,1,1,1,3,1,1,1,1,2,1,1,5,5,1,1,1,5,No,,Ninguna,1,1,1,1,140,0,1.4,1.2,1.0,5.0,5.0,1.0,1.0,0.0,0.0
2026-03-19 21:08:24,45 - 55 años,Mujer,3,1,30 - 60€,YouTube,Shein;Mango,1,1,1,1,2,3,2,3,2,4,5,3,3,5,5,2,3,3,5,No,,Shein,3,5,3,3,141,0,2.0,3.6,3.0,5.0,5.0,3.0,3.5,0.0,0.0
2026-03-19 21:37:08,45 - 55 años,Hombre,5,3,30 - 60€,No utilizo redes sociales,Zara;Otra,1,2,2,2,2,3,2,2,1,2,1,2,1,2,2,2,1,1,3,Sí,1.0,Zara;Otra,2,2,2,2,142,1,2.0,1.6,1.0,3.0,2.0,2.0,2.0,0.0,0.0
2026-03-19 21:51:38,45 - 55 años,Mujer,4,3,Menos de 30€,Instagram,Zara;Mango;Otra,2,4,1,4,5,5,4,1,4,3,1,4,2,5,5,3,4,4,5,No,,Otra,4,5,4,4,143,0,4.4,2.2,4.0,5.0,5.0,4.0,4.0,1.0,1.0
2026-03-19 21:52:10,45 - 55 años,Hombre,3,3,30 - 60€,Instagram;No utilizo redes sociales,No me fijo en marcas concretas,2,1,1,2,2,2,3,1,2,4,3,3,1,4,4,1,1,1,1,No,,Ninguna,1,1,2,3,144,0,2.2,2.4,1.0,1.0,4.0,2.0,1.0,0.0,0.0
2026-03-19 22:05:50,45 - 55 años,Mujer,3,4,61 - 100€,YouTube,No me fijo en marcas concretas,1,1,1,2,1,1,1,2,2,3,2,2,2,4,3,3,2,3,5,No,,Ninguna,2,2,2,3,145,0,1.4,2.2,2.5,5.0,3.5,2.333333333333333,2.5,0.0,0.0
2026-03-19 22:12:25,45 - 55 años,Mujer,3,5,Menos de 30€,Instagram;Facebook,Zara;Mango,2,2,2,3,2,2,3,2,1,2,2,2,1,4,5,1,1,2,5,No,2.0,Zara;Mango,3,2,2,2,146,0,2.2,1.8,1.5,5.0,4.5,2.333333333333333,1.5,0.0,0.0
2026-03-19 22:15:38,18 - 28 años,Mujer,2,3,Menos de 30€,X (Twitter),Shein;No me fijo en marcas concretas,2,1,1,2,2,1,2,1,5,1,1,1,2,5,5,1,1,1,1,No,1.0,Ninguna,2,1,2,3,147,0,2.4,1.2,1.0,1.0,5.0,2.333333333333333,1.0,0.0,0.0
2026-03-19 22:16:40,56 años o más,Mujer,5,5,30 - 60€,Instagram;Facebook;Otra,Zara;Mango;Massimo Dutti,2,4,1,4,4,4,4,2,3,1,4,1,1,4,5,1,2,3,5,No,,Zara;Massimo Dutti;Otra,2,1,2,3,148,0,3.8,1.8,2.5,5.0,4.5,2.333333333333333,1.0,0.0,0.0
2026-03-19 22:28:02,45 - 55 años,Mujer,4,4,61 - 100€,Facebook,No me fijo en marcas concretas,2,3,1,2,2,2,2,1,1,2,1,1,1,4,4,2,1,2,5,No,,Ninguna,1,1,1,2,149,0,1.8,1.2,1.5,5.0,4.0,1.3333333333333333,1.5,0.0,0.0
2026-03-19 22:42:04,45 - 55 años,Mujer,5,3,Más de 200€,TikTok,Zara;Massimo Dutti;Otra,2,3,5,4,5,5,5,4,4,3,4,4,3,4,4,4,3,4,4,Sí,3.0,Zara;Massimo Dutti,3,3,3,3,150,1,4.6,3.6,3.5,4.0,4.0,3.0,3.5,0.0,0.0
2026-03-19 22:44:58,45 - 55 años,Mujer,5,5,61 - 100€,Instagram;TikTok;YouTube;Facebook,Zara;Shein;H&M,5,4,2,4,4,5,4,1,5,1,1,2,1,5,5,1,3,5,5,No,,Zara;H&M;Otra,4,1,1,4,151,0,4.4,1.2,4.0,5.0,5.0,3.0,1.0,1.0,0.0
2026-03-19 22:51:54,45 - 55 años,Hombre,5,3,Más de 200€,Instagram;TikTok;YouTube;Facebook;X (Twitter),Zara;Mango;Massimo Dutti,2,3,2,1,1,2,2,2,1,2,5,4,2,1,2,1,2,2,2,Sí,2.0,Zara;Mango;Massimo Dutti,2,2,2,2,152,1,1.4,3.0,2.0,2.0,1.5,2.0,1.5,0.0,0.0
2026-03-19 22:56:31,45 - 55 años,Mujer,5,5,101 - 200€,Instagram;YouTube,Zara;Shein;H&M,3,5,5,5,5,5,5,2,2,5,5,3,3,5,5,5,1,3,5,Sí,3.0,Zara;Shein;H&M,4,3,5,3,153,1,4.4,3.6,2.0,5.0,5.0,4.0,4.0,0.0,1.0
2026-03-19 22:56:36,56 años o más,Mujer,5,3,61 - 100€,No utilizo redes sociales,Zara;Shein;Otra,1,2,1,1,1,1,3,1,1,4,3,2,1,5,5,1,1,1,5,No,1.0,Zara;Mango,2,1,1,1,154,0,1.4,2.2,1.0,5.0,5.0,1.3333333333333333,1.0,0.0,0.0
2026-03-19 22:59:06,45 - 55 años,Mujer,3,5,30 - 60€,Instagram,Zara;Mango;Otra,1,2,2,2,2,3,4,3,4,3,2,1,1,3,3,1,2,1,5,No,,Zara;Mango;Otra,3,3,2,3,155,0,3.0,2.0,1.5,5.0,3.0,2.6666666666666665,2.0,0.0,0.0
2026-03-19 23:01:26,29 - 44 años,Mujer,3,2,61 - 100€,Instagram;YouTube;Pinterest,Mango;Otra,2,4,1,2,4,5,5,2,5,3,2,3,2,5,5,1,1,4,5,No,,Otra,4,1,3,3,156,0,4.2,2.4,2.5,5.0,5.0,3.333333333333333,1.0,0.0,0.0
2026-03-19 23:05:39,29 - 44 años,Mujer,4,3,30 - 60€,Instagram;TikTok;YouTube;Facebook,Zara;Shein;Mango,4,2,2,2,3,4,3,3,2,3,4,4,3,4,5,3,4,2,2,No,,Otra,3,3,3,4,157,0,2.8,3.4,3.0,2.0,4.5,3.333333333333333,3.0,1.0,0.0
2026-03-19 23:11:44,45 - 55 años,Hombre,3,3,30 - 60€,Instagram;YouTube;Facebook,No me fijo en marcas concretas,1,2,1,5,5,5,5,5,5,2,3,3,3,5,5,1,1,1,5,Sí,2.0,Ninguna,3,3,3,3,158,1,5.0,3.2,1.0,5.0,5.0,3.0,2.0,0.0,0.0
2026-03-19 23:28:51,29 - 44 años,Hombre,2,2,Menos de 30€,Instagram,No me fijo en marcas concretas,2,1,1,1,1,4,1,1,1,2,1,4,1,4,4,1,3,3,3,No,,Ninguna,3,3,3,3,159,0,1.6,1.8,3.0,3.0,4.0,3.0,2.0,0.0,0.0
2026-03-19 23:47:11,29 - 44 años,Mujer,5,2,101 - 200€,Instagram;TikTok;Pinterest;X (Twitter),Zara;Mango,2,3,3,3,4,4,4,3,4,4,5,3,4,5,4,3,3,5,4,Sí,4.0,Zara;Mango;H&M,3,5,3,3,160,1,3.8,3.8,4.0,4.0,4.5,3.0,4.0,0.0,0.0
